date,city,count_review,avg_stars,avg_diff_precip,avg_temp
2008-01-01,Phoenix,10,4.0,0.0,40.5
2008-01-02,Phoenix,55,4.3636,0.0279999990016222,31.0
2008-01-03,Phoenix,20,3.0,0.0,34.3
2008-01-04,Phoenix,55,4.0909,0.0,37.1
2008-01-05,Phoenix,30,4.3333,0.01600000001490116,42.7
2008-01-06,Phoenix,30,4.1667,0.014000000059604644,49.7
2008-01-07,Phoenix,100,3.65,0.10399999804794788,53.5
2008-01-08,Phoenix,40,3.875,0.28399999141693116,53.9
2008-01-09,Phoenix,80,3.6875,0.03800000138580799,54.4
2008-01-10,Phoenix,90,3.5556,0.08799999952316284,46.4
2008-01-11,Phoenix,5,4.0,0.16800000332295895,49.1
2008-01-12,Phoenix,45,4.0,0.0,45.8
2008-01-13,Phoenix,55,3.6364,0.04000000059604645,44.6
2008-01-14,Phoenix,60,4.0,0.06599999964237213,43.2
2008-01-15,Phoenix,60,3.9167,0.04999999888241291,38.6
2008-01-16,Phoenix,45,3.4444,0.003999999910593033,33.9
2008-01-17,Phoenix,35,2.0,0.1720000047236681,35.2
2008-01-18,Phoenix,20,3.5,0.01800000071525574,38.4
2008-01-19,Phoenix,35,3.8571,0.05400000214576721,35.7
2008-01-20,Phoenix,25,3.6,0.0,30.1
2008-01-21,Phoenix,85,3.8824,0.0,30.4
2008-01-22,Phoenix,55,4.1818,0.030000000447034835,35.4
2008-01-23,Phoenix,135,3.8889,0.005999999865889549,35.5
2008-01-24,Phoenix,195,3.9231,0.017999999597668646,34.8
2008-01-25,Phoenix,100,4.15,0.015999999642372132,32.6
2008-01-26,Phoenix,70,4.2857,0.015999999642372132,36.5
2008-01-27,Phoenix,40,3.5,0.27400000058114526,38.3
2008-01-28,Phoenix,60,4.0,0.0419999998062849,40.8
2008-01-29,Phoenix,140,4.0714,0.025999999791383743,45.1
2008-01-30,Phoenix,65,3.6923,0.06800000146031379,41.4
2008-01-31,Phoenix,75,3.5333,0.020000000298023225,34.3
2008-02-01,Phoenix,160,3.7813,0.42600000500679014,39.6
2008-02-02,Phoenix,115,3.3478,0.16599999666213988,40.6
2008-02-03,Phoenix,50,2.9,0.010000000149011612,42.9
2008-02-04,Phoenix,50,3.5,0.04399999864399433,44.3
2008-02-05,Phoenix,125,4.24,0.2680000104010105,48.1
2008-02-06,Phoenix,125,4.16,0.5000000037252903,48.5
2008-02-07,Phoenix,50,3.0,0.06000000014901161,45.6
2008-02-08,Phoenix,55,3.4545,0.013999999687075614,43.8
2008-02-09,Phoenix,70,3.9286,0.009999999776482582,48.1
2008-02-10,Phoenix,70,3.2857,0.03400000035762787,45.9
2008-02-11,Phoenix,45,3.0,0.0,37.1
2008-02-12,Phoenix,50,4.2,0.09800000190734863,41.2
2008-02-13,Phoenix,60,3.9167,0.22199999690055847,41.7
2008-02-14,Phoenix,55,3.9091,0.07799999713897705,32.7
2008-02-15,Phoenix,50,3.8,0.014000000059604644,39.8
2008-02-16,Phoenix,85,4.1176,0.0,42.0
2008-02-17,Phoenix,70,3.6429,0.16400000154972078,47.2
2008-02-18,Phoenix,60,3.5,0.03799999915063381,48.8
2008-02-19,Phoenix,125,4.08,0.009999999776482582,34.8
2008-02-20,Phoenix,110,4.0455,0.024000000208616257,39.8
2008-02-21,Phoenix,45,3.4444,0.07399999871850013,35.7
2008-02-22,Phoenix,45,4.0,0.11200000159442425,37.3
2008-02-23,Phoenix,50,4.5,0.04599999971687794,43.6
2008-02-24,Phoenix,75,3.2,0.0,41.8
2008-02-25,Phoenix,60,4.1667,0.0,44.5
2008-02-26,Phoenix,160,3.9688,0.30000001192092896,46.5
2008-02-27,Phoenix,65,2.9231,0.2280000001192093,35.5
2008-02-28,Phoenix,80,3.4375,0.020000000298023225,34.9
2008-02-29,Phoenix,80,4.0625,0.023999999463558196,43.6
2008-03-01,Phoenix,30,3.5,0.09000000357627869,46.6
2008-03-02,Phoenix,50,3.8,0.0,45.3
2008-03-03,Phoenix,75,3.8667,0.09399999976158142,49.4
2008-03-04,Phoenix,110,3.9091,0.4179999865591526,53.0
2008-03-05,Phoenix,60,4.1667,0.275999990105629,46.6
2008-03-06,Phoenix,55,4.4545,0.0,44.9
2008-03-07,Phoenix,40,3.375,0.16800000071525573,47.0
2008-03-08,Phoenix,25,3.8,0.21000000163912774,44.4
2008-03-09,Phoenix,110,3.9091,0.051999998092651364,41.5
2008-03-10,Phoenix,35,3.5714,0.0019999999552965165,46.0
2008-03-11,Phoenix,110,3.6818,0.03200000002980232,48.6
2008-03-12,Phoenix,55,4.0,0.0019999999552965165,51.2
2008-03-13,Phoenix,60,3.25,0.0,53.0
2008-03-14,Phoenix,40,3.5,0.020000000298023225,55.2
